Quick & efficient?,"Suffocated, sedated,",
Used blindfold?,No,
Bound the victims?,no,
After Death Behavior,
Sex with the body?,No
Mutilated body?,No
Ate part of the body?,No
Drank victim’s blood?,No
Posed the body?,No
Took totem – body part,No
Took totem – personal item,No
Robbed victim or location,"Yes, thievery was a way into the murders"
Disposal of Body,
"Left at scene, no attempt to hide",No
"Left at scene, hidden",No
"Left at scene, buried",No
"Moved, no attempt to hide",No
"Moved, buried",Yes
Cut-op and disposed of,No
"Moved, too home",No
Sentencing,
Date killer arrested,"January 18, 1978"
Date convicted,"May 1978 British and Scottish Courts, confessed to all 5"
Sentence,4 life sentences and one murder remains open
Killer executed?,No
Did killer plead NGRI?,no
Was the NGRI plea successful?,no
Name and state of prison,"Kingston Prison, Portsmouth, Hampshire"
Killer committed suicide?,Attempted twice while in custody
Killer killed in prison?,Stroke natural causes
Date of death,"September 16, 2002"
"ReferencesHall, Roy Archibald (2002). To Kill and Kill Again: The True Confessions of a Serial Killer. London: BlakePublishinghttp://en.wikipedia.org/wiki/Archibald_Hallhttp://www.geocities.com/malcolmtribute/monster.htmlLucas, Norman and Philip Davies. (1979).  The Monster Butler. London: Weindenfeld and Nicolson.Robert, Glenys. “The Butler Did It Five Times.” Daily Mail   1 Nov. 2002.“Serial Killer Butler Dies in Prison.” Scottish Daily Record 1 Nov. 2002: 42.",
